151425DAB000001,900
151425DAB000004,542
151425DAB000014,542
151425DAB000013,413
151425DAB000015,431
151425DAB000016,064
151425DBL000002,561
151425DCP000001,900
151425DGN000001,900
151425DGN000005,900
151425DMA000001,542
151425DMA000003,064
151425DMA000002,542
151425DPN000002,900
151425DTO000007,900
151425ABS000001,413
142425ABS000003,02B                                     
142425ABS000003,11B                                     
142425ABS000003,821
151425ABS000002,NO                                      
151425ABS000002,09H                                     
151425ABS000002,13P                                     
151425ABS000002,27B                                     
151425ABS000002,578
142425ABS000016,06G                                     
142425ABS000016,383
151425ABS000003,NO                                      
142425ABS000004,NO                                      
142425ABS000004,03B                                     
142425ABS000004,11B                                     
142425ABS000005,900
141425ABS000004,900
142425ABS000006,14B                                     
151425ABS000029,673
151425ABS000004,11G                                     
151425ABS000004,15P                                     
151425ABS000005,900
151425ABS000021,34Q                                     
151425ABS000006,08M                                     
151425ABS000006,11G                                     
142425ABS000007,25C                                     
151425ABS000023,900
151425ABS000024,93D                                     
151425ABS000030,90D                                     
151425ABS000007,930
151425ABS000007,932
151425ABS000008,10P                                     
151425ABS000008,15B                                     
151425ABS000025,00G                                     
151425ABS000022,900
142425ABS000009,00G                                     
151425ABS000010,900
151425ABS000026,912
151425ABS000026,989
151425ABS000027,928
142425ABS000011,35C                                     
142425ABS000011,79C                                     
151425ABS000011,13P                                     
151425ABS000011,27B                                     
151425ABS000012,78D                                     
151425ABS000013,10P                                     
142425ABS000002,02R                                     
151425ABS000016,900
151425ABS000031,94D                                     
151425ABS000014,15P                                     
151425ABS000017,90
151425ABS000018,09O                                     
151425ABS000018,900
151425ABS000032,90D                                     
151425ABS000028,NO                                      
151425ABS000019,NO                                      
142425ABS000013,NO                                      
142425ABS000013,414
151425ABS000020,09O                                     
142425ABS000014,323
141425APG000001,NOA3                                    
151425APG000001,NOA1                                    
151425APG000001,NOA3                                    
142425APG000005,01B                                     
151425APG000003,578
142425APG000002,00G                                     
142425APG000006,01B                                     
142425APG000006,900
151425APG000002,09O                                     
151425APG000002,13P                                     
151425NCX000005,06Q
151425NCX000005,68C
151425NCX000017,27B
151425NCX000025,010
151425NCX000025,27B
151425NCX000018,093
151425NCX000013,33Q
151425NCX000019,18P
151425NCX000019,519
151425NCX000019,900
151425NCX000024,900
151425NCX000027,900
